PartNo,Description,Logic,Category
GH97-16679F,SVC ASSY SMT-OCTA ASSY E(SVC/GOLD)
GH96-07236A,ASSY SPEAKER-REAR LTE SM-G900F WHITE
GH63-12744A,PROTECTOR VINYL-BACK GLASS_FOR_PROCESS
GH98-37801A,ASSY CASE-FRONT_OPEN
GH98-38151C,ASSY CASE-BATT_COVER(SS/S-GRADE)_ZK
GH82-07651A,SVC PBA-PBA MAIN (COMM)
GH98-34775B,ASSY CASE-REAR_EU_SVC
GH81-12838A,"A/S-TAPE,TSP_MAIN WINDOW SVC(SM-G388F)"
GH81-12837A,"A/S-TAPE,TSP_LCD SVC(SM-G388F);SM-G388F,"
GH96-08404A,"ASSY VT CAMERA-MODULE 2M VT 1/5"" SM-G38"
GH59-13985A,UNIT-USB FPCB (SM-T800)
GH43-04159C,"INNER BATTERY PACK-7900MAH, EB-BT800FBE,"
GH82-09645A,SVC COVER ASSY-B/GLASS
GH82-11020B,SVC COVER ASSY-BACK GLASS_EUR OPEN_SEVT(
GH97-17787C,SVC ASSY SMT-OCTA(E/SIL)SM-G903F
GH98-37898C,ASSY COVER-BATT
GH43-04533A,"INNER BATTERY PACK-EB-BG903BBE,2800MAH"
GH96-08846E,ASSY REAR UNIT-COMMON_SEHZ_BYD (GREEN)
GH82-11020A,SVC COVER ASSY-BACK GLASS_EUR OPEN_SEVT(
GH42-05298A,ANTENNA COIL-NFC+WPC+MST (G920F)
GH98-40487A,ASSY CASE-FRONT_S GRADE
GH98-40489C,ASSY COVER-BATT (LTE/ZK)_SS_S GRADE
GH98-35345H,ASSY KEY-HOME_ZB
GH97-14655A,"SVC ASSY SMT-OCTA (E/WHT),GT-I9505"
GH98-26374A,ASSY CASE-REAR
GH98-26755A,ASSY COVER-BATTERY 3G
GH96-09938A,ASSY METAL REAR UNIT-A310F OPEN/ZD_SEVT
GH64-05398A,KEY-METAL HOME
GH82-11094A,SVC COVER ASSY-BACK GLASS (EU/ZD)_ALL
GH96-07832A,ASSY MODULE-SUB PBA(SM_A300F)
GH96-08196F,ASSY REAR UNIT-SVC_SS_EU_SEV
GH39-01710C,"DATA LINK CABLE-WW, 5.4T, OPP BAND"
GH02-09915A,TAPE SPONGE-BACK GLASS INNER_V2
GH02-10452A,TAPE DOUBLE FACE-BACK GLASS
GH43-04165A,"INNER BATTERY PACK-EB-BG900BBE,2800MAH,L"
GH98-34758A,ASSY ACCE-CHARGING DOCK_R750
GH82-09109A,A/S ASSY-CH SET E SM-R7500ZKABTU
GH44-02930A,ADAPTOR-EP-TA20UWE
GH98-37588A,ASSY CASE-BATT_COVER(SS)_ZW
GH98-37586A,ASSY CASE-REAR(SS)_ZW
3722-003954,JACK-MICRO USB
GH44-02712A,ADAPTOR-EP-TA20EWE
GH82-11384E,SVC COVER ASSY-BACK GLASS SVC EUR_ED
GH82-13962D,SVC COVER ASSY-B/GLASS
GH82-14015D,SVC COVER ASSY-B/GLASS_ZB
GH59-14165A,UNIT-DIGITIZER FPCB(SM-N910F)
GH96-08864A,"ASSY CAMERA-MODULE_16M_1/2.6""_SM-G928V;1"
GH43-04420A,"INNER BATTERY PACK-EB-BG925ABE,2600MAH"
GH96-08846C,ASSY REAR UNIT-COMMON_SEHZ_SEVT (GLD)
GH82-10336A,SVC COVER ASSY-BACK GLASS_EUR(MADE IN VI
GH98-32015A,ASSY CASE-REAR
GH98-32016A,ASSY COVER-BATTERY
GH44-02809A,ADAPTOR-EP-TA10EWE
GH82-10030A,"A/S REWORK KIT-T,SM-G925,COMMON,SVC;SM-G"
GH97-21067A,"SVC IF PBA-CS,IF SUB PBA"
GH82-15092A,"A/S REWORK KIT-SM-N950,COMM;SM-N950;SM-N"
GH02-12295A,TAPE DOUBLE FACE-BATTERY CELL
GH96-08641B,ASSY INHOUSE RESIN LCD-A-GRADE_BLACK(SM-
GH98-39490A,ASSY CASE-REAR_ZD
GH98-39541A,ASSY METAL FRONT GLOBAL-SUB_ZD
GH44-02764A,ADAPTOR-EP-TA50UWE
GH81-12820A,A/S-SVC TAPE BATT
GH97-21065A,SVC ASSY SMT-OCTA(E/BLK)SM-N950F
GH82-15090A,SVC BATTERY ASSY-SM-N950F
GH96-08002A,ASSY MODULE-SUB TOUCH KEY(SM_A300FU)
GH81-13060A,"A/S-TOUCH KEY TAPE;SM-J500F,DABJ500F,DB1"
GH43-03992B,"INNER BATTERY PACK-SP482230AB,B030FE,315"
GH44-02950A,ADAPTOR-EP-TA20EBE
GH82-09600A,SVC COVER ASSY-B/GLASS
GH82-09600C,SVC COVER ASSY-B/GLASS
GH98-35872C,ASSY SIM TRAY-GOLD
GH98-35872B,ASSY SIM TRAY-WHITE
GH96-08376B,ASSY REAR UNIT-COMMON (WHITE)
GH98-39260C,ASSY SIM TRAY-SINGLE_ZD
GH96-09788E,ASSY METAL UNIT-FRONT SUB-EUR_ED
GH96-09789E,ASSY US FP-SM-G930F_V1 NC(PINK GOLD)
GH98-39260E,ASSY SIM TRAY-SINGLE_ED
GH96-09788D,ASSY METAL UNIT-FRONT SUB-EUR_ZW
GH96-09789D,ASSY US FP-SM-G930F_V1 NC(WHITE)
GH98-38150C,ASSY CASE-REAR(SS/S-GRADE)_ZK
GH98-35015A,ASSY CASE METAL-REAR
GH98-34209B,ASSY COVER-BATTERY (SAMSUNG INLAY)_ZK
GH96-09825A,"ASSY VT CAMERA-1/5""_5M_VT (SM-J510F)"
GH96-07267A,ASSY MODULE-IF SUB FPCB (SM-T530)
GH98-32757B,ASSY CASE-REAR SVC EUR VINA
GH97-17100B,SVC ASSY SMT-LCD ASSY (SVC/WHITE)
GH98-36549B,ASSY CASE-REAR WH SVC
GH97-19732B,"SVC LCD ASSY-OCTA,(E/GOLD),SM-A320F/DS;S"
GH98-40983B,ASSY SIM TRAY-SINGLE_ZD
GH42-05885A,ANTENNA-SUB(SM-A320F)
GH97-15849A,"SVC ASSY SMT-LCD (E/BLK),SM-T530"
GH96-07639C,"ASSY REAR UNIT-SPK,REAR,INT_GOLD(N910F)"
GH98-34209C,ASSY COVER-BATTERY (SAMSUNG INLAY)_ZD
GH96-07432C,ASSY US FP-FPCB (SM-N910F)_GOLD
GH98-33618D,ASSY STYLUS PEN-SM-N910F(GOLD)
GH97-21065D,SVC ASSY SMT-OCTA(E/GOLD)SM-N950F
GH82-14979D,SVC COVER ASSY-B/G
GH98-40212B,ASSY CASE-REAR_WIFI_SVC
GH82-13664B,SVC CASE ASSY-FRONT(ZD)
GH97-17787A,SVC ASSY SMT-OCTA(E/BLK)SM-G903F
GH98-37898A,ASSY COVER-BATT
GH96-08828A,ASSY SUB PBA-SIDE_CONTACT_FPCB(SM-G928V)
GH97-17400C,SVC ASSY SMT-LCD (E/WHITE)
GH97-19466C,"SVC ASSY SMT-OCTA,(E/WHITE),SM-J510F"
GH82-10224A,SVC PBA-PBA MAIN(COMM/5.0)SM-G920F/M32
GH42-05520A,ANTENNA COIL-NFC_SM-G928A
GH97-20457B,"SVC ASSY SMT-OCTA,(E/SILVER)"
GH82-06842A,"SVC PBA-PBA MAIN(COMM)GT-N7100,M16,SVC"
GH82-13351A,SVC CASE ASSY-FRONT(GOLD)
GH96-09624A,"ASSY VT CAMERA-1/4""_5M FF (SM-G930F)"
GH96-10638A,ASSY CAMERA-12M CAM
GH96-10705A,"ASSY VT CAMERA-MODULE_8M AF_1/4""_SM-G955"
GH96-10714A,"ASSY CAMERA-MODULE_3.7M IRIS_1/5""_G955F"
GH97-16747A,SVC ASSY SMT-OCTA ASSY E(SVC/ZW)SM_A3000
GH97-20738A,SVC ASSY SMT-OCTA(E/BLACK)SM-J530
GH97-21065B,SVC ASSY SMT-OCTA(E/BLUE)SM-N950F
GH97-13630A,"SVC ASSY SMT-OCTA (M/BLUE),GT-I9300"
GH39-01540A,DATA LINK CABLE-USB CABLE UNIVERSAL
GH98-23340A,ASSY COVER-BATT
GH43-03699A,"INNER BATTERY PACK-EB-L1G6LLU,2100MAH"
GH82-06521A,SVC PBA-PBA MAIN(COMM)GT_I9300
GH96-08618B,ASSY INHOUSE RESIN LCD-A-GRADE_SM-P555(W
GH81-12864A,"A/S-TAPE_LCD_SVC;SM-P550,AD 50,TRP"
GH02-10198A,TAPE DOUBLE FACE-LCD_L
GH02-10197A,TAPE DOUBLE FACE-LCD_R
GH81-12926A,"A/S-TAPE WINDOW REAR(SVC);SM-T561,BLACK,"
GH39-01688D,DATA LINK CABLE-3.0PI / 0.8M / WHITE / W
GH98-37467B,ASSY CASE-REAR_EUR_SEVT_SVC_ZW
GH97-12625A,"SVC ASSY SMT-OCTA (E/BLK),GT-I9100"
GH59-10949A,ASSY ETC-SUB FPCB(GT_I9100)
GH97-16028A,"SVC ASSY SMT-LCD (E/SIL),SM-T800"
GH43-04574A,"INCELL BATTERY PACK-EB-BG930ABE,3000MAH"
GH98-39130A,ASSY CASE-REAR
GH42-05692A,ANTENNA COIL-WPC+MST+NFC_SM-G930V
GH96-08241A,ASSY REAR UNIT-SVC_A500FU (ZW)
GH98-23133A,ASSY CASE-REAR(BLK)
GH82-06463A,"SVC PBA-PBA MAIN(COMM)GT-I8160,BTU,SVC;G"
GH43-03701A,"INNER BATTERY PACK-EB425161LU,1500MAH"
GH98-23135A,ASSY CASE-BATT COVER(BLK)
GH39-01411B,DATA LINK CABLE-DONGLE USB CABLE
GH82-09691A,"SVC PBA-PBA MAIN(COMM);SM-G388F,-,-,SVC,"
GH98-41131A,ASSY SIM TRAY-SINGLE_BLACK
GH97-16531A,MEA FRONT-LCD MODULE ASSY(T365)
GH98-34881A,ASSY BRACKET-LCD (T365)
GH81-13570A,"A/S-OCTA SCF SHEET TAPE;SM-A310F,LJ63-15"
GH82-11094B,SVC COVER ASSY-BACK GLASS (EU/ZK)_ALL
GH97-18074B,"MEA REAR-SM-A310F (OPEN/ZK);SM-A310F,BTU"
GH97-15209A,"SVC ASSY SMT-OCTA (E/BLK),SM-N9005"
GH82-12445A,SVC COVER ASSY-REAR SVC-SPAIN_DA
GH98-39731A,ASSY CASE-BAND L BUCKLE_DA
GH98-39733A,ASSY CASE-BAND L HOLE_DA
GH98-41131C,ASSY SIM TRAY-SINGLE_ORCHID
GH02-08373A,TAPE DOUBLE FACE-TSP WIN REAR
GH82-14979A,SVC COVER ASSY-B/G
GH82-15088A,"SVC PBA-MAIN(COMM),SM-N950F/64"
GH42-06007A,ANTENNA COIL-MFC (N950F)
GH96-10999A,ASSY SPEAKER-MODULE(SM-N950F)
GH61-11999A,BRACKET-VT CAM
GH42-05682A,ANTENNA COIL-NFC+MST
GH96-09392B,ASSY REAR UNIT
GH98-37588B,ASSY CASE-BATT_COVER(SS)_ZD
GH97-18074C,"MEA REAR-SM-A310F (OPEN/ZW);SM-A310F,BTU"
GH97-18174C,MEA ETC-WINDOW BACK GLASS (SS/ZW);SM-A31
GH82-10249A,"SVC PBA-PBA MAIN(COMM),SM-T710/M32;SVC;S"
GH59-14435A,"UNIT-IF FPCB(USB);SM-T710,10-0013-0558,4"
GH82-10272B,SVC COVER ASSY-REAR_UNIT_OPEN(WIFI/ZW)_S
GH81-13008A,"A/S-TAPE MAIN WINDOW;SM-T715,3M 4303WP"
GH96-10575A,ASSY METAL UNIT-FRONT SUB_ZK
GH96-07315A,ASSY SPEAKER-REAR LTE S/G SM-G900F WHITE
GH44-02664A,ADAPTOR-EP-TA11UWE
GH81-12060A,"AS-K SVC REWORK KIT;SM-G900F,COMMON"
GH97-18577A,"SVC IF PBA-CS,UNIT SENSOR-PBA"
GH98-37880C,ASSY CASE-REAR
GH82-13962B,"SVC COVER ASSY-B/GLASS;SM-G950F,EUR,SLV,"
GH97-20457D,"SVC ASSY SMT-OCTA,(E/BLUE)"
GH42-05922A,ANTENNA COIL-COMBO_WPC/MST/NFC
GH59-14178A,"KEY FPCB-VOLUME KEY,SUB PBA(SM-N910F)"
GH98-34195B,ASSY DECO-CAMERA_ZK
GH59-13654A,MODULE-PWR KEY + MOTOR (SM-N900P)
GH82-09525A,"SVC PBA-PBA MAIN(COMM);SM-T533/M16K,-,-,"
GH98-37363C,ASSY CASE-REAR_ZW_MADE BY SAMSUNG_SVC
GH02-10160A,CONDUCTIVE GASKET-TAPE_LCD
GH96-08492A,ASSY SUB PBA-IF SUB FPCB (SM-P550)
GH96-07010A,ASSY SPEAKER-SM-T530_LEFT
GH82-07422A,SVC PBA-PBA MAIN (COMM)
GH82-08261A,"SVC PBA-PBA MAIN(COMM);SM-T530/M16,PHE,-"
GH31-00728A,LINEAR VIBRATOR-SM_G890A
GH97-17819D,"SVC ASSY SMT-OCTA,(E/SILVER),SM-G928F"
GH82-11429A,"A/S REWORK KIT-OCTA R/KIT;SM-G930F,EUR,."
GH98-35345E,ASSY KEY-HOME(ZK)_V3
GH98-35345A,ASSY KEYPAD-HOME_V3
GH98-39610B,"ASSY SIM TRAY-SINGLE(ZK);SM-A310F,OPEN,B"
GH82-11643A,SVC PBA-PBA MAIN(SVC/COMM)
GH97-20470B,"SVC ASSY SMT-OCTA,(E/SILVER)"
GH97-18767E,"SVC ASSY SMT-OCTA,(SVC/E/PINK GOLD)"
GH82-12810A,"A/S REWORK KIT-OCTA R/KIT;SM-G920F,SVC;S"
GH82-09984A,"SVC PBA-PBA MAIN(COMM);SM-B550H,OPEN,-,S"
GH43-03615C,"BATTERY-SP4960C3B,4000MAH"
GH81-12029A,AS-K OCTA CU-SHEET_SVC
GH97-17400D,SVC ASSY SMT-LCD (E/BLACK)
GH98-40130A,ASSY CASE-REAR_SVC
GH81-12285A,"A/S-OCTA COVER PANEL;SM-G850F,83802BE+IS"
GH82-10313A,SVC COVER ASSY-REAR_T810(OPEN/ZK)
GH97-16147A,SVC ASSY SMT-OCTA (E/BLK)
GH81-13533A,"A/S-TAPE_BATTERY_SVC;SM-A510F,TESA 68408"
GH98-32016C,ASSY COVER-BATTERY (BLUE)
GH39-01602A,"DATA LINK CABLE-30PIN, 3.3PI, 1.0M, BLAC"
GH31-00719A,LINEAR VIBRATOR-SM-G920F
GH81-13074A,"A/S-TAPE_BRK_BATTERY;SM-G928V,YT-6708SRH"
GH42-05312A,ANTENNA COIL-NFC (SM-G925F)
GH96-09497B,HOME KEY ASSY-SM_A5100(ZK)
GH98-37586C,ASSY CASE-REAR(SS)_ZK
GH96-08838A,ASSY SUB PBA-RCV SENSOR (SM-G928V)
GH96-07067A,ASSY CAMERA-1/5 3M (SM-T530)
GH97-18767B,"SVC ASSY SMT-OCTA,(SVC/E/SILVER)"
GH82-14015B,SVC COVER ASSY-B/GLASS_ZS
GH96-08253A,ASSY US FP-BLACK (SM-G925F)
GH96-08153A,ASSY SUB PBA-SUB_P/K (SM-G920F)
GH82-06502A,SVC PBA-PBA MAIN(COMM)GT-P3110/M8;GT-P31
GH96-07236B,ASSY SPEAKER-REAR LTE SM-G900F BLACK
GH31-00744A,MOTOR DC VIBRATION-VIBRATION (SM-J200BT)
GH98-32016B,ASSY COVER-BATTERY (BLACK)
GH96-07649A,"ASSY REAR UNIT-SPK,REAR,INT(G850F/BLK)"
GH98-31984A,ASSY COVER-BATTERY (BLACK)
GH97-17729A,"SVC ASSY SMT-OCTA,(E/BLK)"
GH96-07455A,ASSY SUB PBA-USB (SM-G850F)
GH82-12267A,"SVC PBA-PBA MAIN(COMM),SM-T585,;SM-T585,"
GH97-18767A,"SVC ASSY SMT-OCTA,(SVC/E/BLK)"
GH31-00731A,LINEAR VIBRATOR-SM-A8000
GH96-07068A,ASSY CAMERA-1/6 1.3M (SM-T530)
GH96-07008A,ASSY SPEAKER-SM-T530_RIGHT
GH98-33618A,ASSY STYLUS PEN-SM-N910F(CHARCOAL BLACK)
GH81-14451A,A/S TAPE-SPONGE_BACKGLASS_CONNER;SM-A320
GH02-06766A,CONDUCTIVE GASKET-TAPE OCTA
GH02-07702A,TAPE PET-TSP WINDOW
GH97-20564A,"SVC ASSY SMT-OCTA,(SVC/E/BLK)"
GH41-04803A,FPC-OCTA_SM-T815
GH42-05890A,INTENNA-MAIN ANT(SM-A520F)
GH98-31980A,ASSY CASE-BRACKET LCD (EU/BLACK)
GH82-14214A,"SVC PBA-MAIN(SVC/COMM),SM-G955F/M64"
GH96-07489B,ASSY US FP-SM_G850F(WHT)
GH98-33688D,ASSY CASE-BATTERY(ZW)
GH39-01906A,CBF COAXIAL CABLE-77.5MM_SM-G955U
GH31-00718A,LINEAR VIBRATOR-SM-G925F
GH81-12622A,"A/S-SM_A500F OCTA TAPE SHEET;SM-A500F,OC"
GH43-04046B,"BATTERY-T4800E,4800MAH"
GH97-19001B,"SVC ASSY SMT-OCTA,(E/PINK),SM-R360"
GH96-08846B,ASSY REAR UNIT-COMMON_SEHZ_SEVT (WHT)
3009-001705,AUDIO-RECEIVER
GH97-14112B,"SVC ASSY SMT-OCTA (E/GRAY),GT-N7100"
GH96-05580A,ASSY CAMERA-8M 1/3.2 LSI(GT_N7000L)
GH98-29019A,ASSY COVER-BATT
GH96-06509A,"ASSY VT CAMERA-1/6"",2M_VT(SM-N900S)"
GH96-06739A,ASSY IF CON-SUB FPCB_CUSTOMER(SM-N9005)
GH98-32283A,ASSY COVER-HOME KEY CONN
GH97-15959D,"SVC ASSY SMT-OCTA (E/GOLD),SM-G900F"
GH98-31984C,ASSY COVER-BATTERY (BLUE)
GH98-22516A,ASSY ACCE-5.5PI S-PEN BLACK2
GH97-14114A,"SVC ASSY SMT-OCTA (E/WHT),GT-N7105"
GH97-14112A,"SVC ASSY SMT-OCTA (E/WHT),GT-N7100"
GH98-32941D,"ASSY COVER-IF(GOLD);SM-G900F,GOLD,,,"
GH82-08814A,SVC PBA-PBA MAIN (COMM)
GH43-04315A,INNER BATTERY PACK-EB-BN915BBE_SM-N915G;
GH96-06543A,RCV ASSY-SUB MODULE (SM-N9005)
GH98-21606A,ASSY COVER-BATT
GH96-06173A,IF SUB PBA ASSY-KEY FPCB(GT-N7100)
GH96-06513A,ASSY CAMERA-13M 1/3.06&QUOT
GH98-25545B,ASSY COVER-BATTERY (LTE_GRAY)
GH59-11676A,UNIT-SUB PBA(GT-I9220)
GH97-16636A,"SVC ASSY SMT-OCTA (E/BLK),SM-N915G;SM-N9"
GH64-03501A,WINDOW DISPLAY-CAMERA
GH82-06081A,"SVC PBA-PBA MAIN (COMM);GT-N7000,DBT;GT-"
GH98-21606B,ASSY COVER-BATT
GH96-08040B,"ASSY REAR UNIT-SPK,REAR,INT_BLACK_SS(N91"
GH96-07531D,ASSY SPEAKER-REAR LTE SM-G800F GOLD
GH98-25545A,ASSY COVER-BATTERY (LTE_WHITE)
GH64-04080A,WINDOW DISPLAY-GLASS WINDOW CAMERA
GH98-24445A,ASSY COVER-BATTERY_RW_EU
GH96-08935A,"ASSY CAMERA-MODULE_16M_1/3.06""_SM-A800S"
GH59-13379A,MODULE-SUB PCB (GT-I9195)
GH61-08203B,GUIDE-NANO TRAY(BLACK)_SS
GH96-07481A,"ASSY CAMERA-MODULE 3.7M FF 1/5.4"" SM-N91"
GH31-00684A,LINEAR VIBRATOR
GH96-08974A,"ASSY CAMERA-MODULE_5M FF_1/5""_SM-G903F"
GH96-07236D,ASSY SPEAKER-REAR LTE SM-G900F GOLD
GH96-05931A,ASSY MODULE-EAR JACK_(EAR+RCV+RUBBER)
GH98-31984D,ASSY COVER-BATTERY (GOLD)
GH96-06751A,"ASSY SPEAKER-REAR_SPK, ENCLOSURE, GRILL_"
GH98-24855A,ASSY ACCE-T0 S PEN
GH98-33618B,ASSY STYLUS PEN-SM-N910F(WHITE);SM-N910F
GH98-35201B,ASSY COVER-BATTERY(S)_ZK
GH96-06980A,"ASSY CAMERA-2M 1/8"" MODULE(SM-G900S)"
GH96-07533A,ASSY SUB PBA-SUB RFPCB (SM-N915F);SM-N91
GH98-32392C,ASSY COVER-BATT_S-GRADE(BLUE)
6001-002731,"SCREW-MACHINE;CH,M1.4,L3.5,NI PLT,SWCH18"
GH98-35206A,ASSY COVER-RF_V2
GH98-25511A,ASSY CASE-REAR S (RW_ORA)
6001-003113,SCREW-MACHINE
GH97-15209B,"SVC ASSY SMT-OCTA (E/WHT),SM-N9005"
GH98-28494A,ASSY STYLUS PEN-H S-PEN
3009-001678,AUDIO-RECEIVER
GH98-24442A,ASSY CASE-MANAUS REAR
GH98-34209A,ASSY COVER-BATTERY (SAMSUNG INLAY)
GH98-32016D,ASSY COVER-BATTERY (GOLD)
GH96-08196B,ASSY REAR UNIT-SVC_SS_EU_SEV
GH97-12948B,"SVC ASSY SMT-OCTA (E/WHT),GT-N700"
GH97-15210A,SVC ASSY SMT-OCTA ASSY(S)(SVC/BLK)
GH98-28494B,ASSY STYLUS PEN-H S-PEN
GH96-07432B,ASSY US FP-FPCB (SM-N910F)_WHITE
GH96-06751D,"ASSY SPEAKER-REAR, ENCLOSURE, GRILL_CUST"
GH98-24855B,ASSY ACCE-T0 S PEN
GH97-14114B,"SVC ASSY SMT-OCTA (E/GRAY),GT-N7105"
GH98-24445B,ASSY COVER-BATTERY_(TA)
GH96-07065A,ASSY US FP-FPCB K-WHITE
GH98-31676A,ASSY CASE-REAR
GH98-37116D,ASSY CASE-REAR_SVC_SAMSUNG_ZK
GH82-09890A,SVC PBA-PBA MAIN(COMM)
GH82-10637A,"SVC PBA-PBA MAIN (COMM),SM-G928F/M64;S;S"
GH96-08765A,"ASSY CAMERA-MODULE_13M_CAM_1/3.06""_SM-J5"
GH97-18012A,"SVC ASSY SMT-OCTA,(E/BLK),SM-R732"
GH96-08740A,TOUCH SCREEN ASSY-SM_G361F(WHITE)
GH96-07954A,"ASSY CAMERA-MODULE,5M CAMERA"
3001-002824,MICRO SPEAKER
GH43-04601A,"INNER BATTERY PACK-EB-BJ510CBE,3100MAH"
GH96-09493A,POWER_KEY FPCB ASSY-SM_G930F
GH96-07432A,ASSY US FP-FPCB (SM-N910F)_BLACK
GH82-13389A,SVC LCD ASSY-OCTA KIT(E/SIL)
GH02-12339A,TAPE SPONGE-BATT
GH82-13511A,SVC LCD ASSY-OCTA KIT(E/GOLD)
GH59-13977A,UNIT-SIDE KEY FPCB (SM-T531)
GH63-06907A,COVER-IF CAP
GH31-00563A,MOTOR LINEAR VIBRATION-GT-I9220
GH96-06751B,"ASSY SPEAKER-REAR_SPK, ENCLOSURE, GRILL_"
GH97-15210B,SVC ASSY SMT-OCTA ASSY(S)(SVC/WHT)
GH59-14339A,UNIT-MIC FPCB (SM-G925F)
GH98-38849B,ASSY KEY-SIDE_ZS
1205-005155,IC-GPS RECEIVER
GH64-04984B,"DECORATION-SIM TRAY SVC;SM-G920F,AL,LIGH"
GH39-01854A,CBF COAXIAL CABLE-89MM (SM_G930F)
GH96-07465A,ASSY MODULE-MOT PWR KEY ASS'Y(SM-N910F)
3001-002733,MICRO SPEAKER
GH59-13233A,UNIT-CON TO CON FPCB(GT-P5200)
GH82-11908A,"SVC PBA-PBA MAIN(SVC/COMM),SM-J510FN/D"
GH98-36614D,ASSY CASE-FRONT_ZK
GH82-11727A,SVC PBA-PBA MAIN(COMM)SM-G389F/E;SVC;SM-
GH82-11597A,"SVC PBA-PBA MAIN(SVC),SM-J320F/DS"
GH81-12747A,"A/S-MAIN WINDOW TAPE_R/KIT;SM-G920F,NDFO"
GH98-41557C,ASSY SIM TRAY-SINGLE_ZV
GH42-05910A,ANTENNA COIL-MFC COMBO
GH96-09494A,ASSY SUB PBA-VOLUME KEY(SM-G930F)
GH43-04412A,"INNER BATTERY PACK-EB-BJ100CBE,1850MAH"
GH39-01791A,CBF COAXIAL CABLE-33MM (SM_G920F)
GH39-01849A,CBF COAXIAL CABLE-SM-A310F
GH98-39525A,ASSY KEY-HOME
GH96-07559A,HOME KEY ASSY-SM_G5308W
GH82-14365A,SVC PBA-MAIN(SVC/COMM)
GH97-20473A,"SVC ASSY SMT-OCTA,(SVC/E/BLK)"
GH97-18911A,SVC ASSY SMT-OCTA (E/BLK)_SM-T819
GH96-09685A,"ASSY CAMERA-1/3.06"" 13M_SM-A510F(SEM)"
GH97-19203A,SVC ASSY SMT-LCD (SVC/E/BLK)
GH82-12268A,"SVC SUB PBA-HOME KEY PBA(IF SUB),SM-T585"
GH82-10257A,"SVC PBA-PBA MAIN(COMM);SM-T815/M32,-,-,S"
GH97-17729C,"SVC ASSY SMT-OCTA,(E/GLD)"
GH98-33006B,ASSY CASE-REAR_OPEN_SEV_SVC(WHT)
GH97-15864B,"SVC ASSY SMT-LCD (E/WHT),SM-T230"
GH82-10263C,SVC COVER ASSY-REAR_T815(OPEN/ZD)
GH96-07531A,ASSY SPEAKER-REAR LTE SM-G800F BLACK
GH96-07790A,ASSY SPEAKER-MOD ENCLOSURE(SM-G360G)
GH82-09904A,"SVC PBA-PBA MAIN(COMM);SM-T555/M16,-,-,S"
GH96-08595B,ASSY REAR UNIT-GERMANY_(WHITE/SM-G925F)
GH82-10194A,"SVC PBA-PBA MAIN(COMM);SM-G531F,SVC,-,-,"
GH82-11887A,"SVC PBA-PBA MAIN(COMM)SM-J710FN,SVC;SM-J"
GH39-01789A,CBF COAXIAL CABLE-51MM (SM_G920F)
GH59-14548A,EAR JACK FPCB
GH59-14746A,EAR JACK FPCB-SM_G950F
GH96-08065A,ASSY SUB PBA-VOLUME KEY (SM-G920F)
GH82-13204A,SVC LCD ASSY-OCTA KIT(E/GOLD);SM-G928F;S
GH98-36178A,ASSY CASE-REAR
GH97-18250A,"SVC ASSY SMT-OCTA,(E/WHT)"
GH63-08552A,COVER-REAR CAP CONN
GH82-09549A,SVC COVER ASSY-B/GLASS
GH96-10650A,"ASSY LCD-5.0"" HD G390F BLACK W LOGO AG"
GH82-14091A,"SVC PBA-MAIN(COMM),SM-G390F;SM-G390F,SVC"
GH43-04737A,"INNER BATTERY PACK-EB-BG390BBE,2800,30"
GH98-41219A,ASSY COVER-BATT(BLK)
GH96-09778A,"ASSY CAMERA-1/3.06""_13M (SM-J710FN)"
GH96-08703A,ASSY VT CAMERA-5M(SM-J700F)
GH96-09378A,"ASSY CAMERA-1/3.06""_13M CMOS (SM-A310F)"
GH96-09573A,"ASSY CAMERA-LSI 1/5"" 5M CMOS_SM-A510F"
GH96-10435A,"ASSY CAMERA-MODULE_13M_1/3.06""_SM-A320F"
GH96-10451A,"ASSY VT CAMERA-MODULE_8M_1/4""_SM-A320F"
GH96-09352A,"ASSY CAMERA-1/3.06"" 13M CMOS_SM-A510F"
GH96-10461A,ASSY CAMERA-MODULE_16M_SM-A520F_MAIN
GH96-10460A,ASSY CAMERA-MODULE_16M_SM-A520F_SUB
GH96-09514A,"ASSY VT CAMERA-MODULE_5M_1/5""_SM-J320F"
GH96-10969A,"ASSY LCD-5.0"" HD J330F BLACK W LOGO AG"
GH98-41911A,ASSY CASE-FRONT
GH82-14929A,"SVC PBA-MAIN(COMM),SM-J330FN/16,ITV"
GH43-04756A,"INCELL BATTERY PACK-EB-BJ330ABE,2400,30"
GH96-10968A,"ASSY CAMERA-MODULE_13M AF_1/3.06"""
GH96-11149A,"ASSY VT CAMERA-1/5""_5M FF CAM (SM-J330F)"
GH96-09735A,"ASSY CAMERA-1/3.06""_13M MAIN CAMERA"
GH98-39731B,ASSY CASE-BAND L BUCKLE_ZI
GH98-30936A,"ASSY CASE-REAR (SVC);SM-T320,OPEN,WHITE,"
GH44-02802A,ADAPTOR-EP-TA12EWE
GH98-41557A,ASSY SIM TRAY-SINGLE_ZK
GH97-20564B,"SVC ASSY SMT-OCTA,(SVC/E/SILVER)"
GH39-01853A,CBF COAXIAL CABLE-55.5MM (SM_G930F)
GH97-15556A,SVC ASSY SMT-LCD ASSY(SVC/WHT)
GH97-18074A,"MEA REAR-SM-A310F (OPEN/ZD);SM-A310F,BTU"
GH98-39733B,ASSY CASE-BAND L HOLE_ZI
